Date,kbw_close
2010-11-01,44.7599983215332
2010-12-01,52.209999084472656
2011-01-01,53.0
2011-02-01,53.40999984741211
2011-03-01,51.91999816894531
2011-04-01,51.529998779296875
2011-05-01,50.099998474121094
2011-06-01,48.31999969482422
2011-07-01,46.0099983215332
2011-08-01,39.95000076293945
2011-09-01,35.34000015258789
2011-10-01,40.09000015258789
2011-11-01,38.20000076293945
2011-12-01,39.380001068115234
2012-01-01,42.56999969482422
2012-02-01,45.310001373291016
2012-03-01,49.7400016784668
2012-04-01,48.279998779296875
2012-05-01,44.08000183105469
2012-06-01,45.790000915527344
2012-07-01,45.52000045776367
2012-08-01,47.189998626708984
2012-09-01,49.58000183105469
2012-10-01,49.599998474121094
2012-11-01,48.560001373291016
2012-12-01,51.279998779296875
2013-01-01,53.83000183105469
2013-02-01,53.97999954223633
2013-03-01,56.279998779296875
2013-04-01,56.880001068115234
2013-05-01,61.599998474121094
2013-06-01,61.40999984741211
2013-07-01,65.7699966430664
2013-08-01,62.209999084472656
2013-09-01,62.25
2013-10-01,64.22000122070312
2013-11-01,67.77999877929688
2013-12-01,69.26000213623047
2014-01-01,67.33000183105469
2014-02-01,69.0199966430664
2014-03-01,72.29000091552734
2014-04-01,68.43000030517578
2014-05-01,68.91000366210938
2014-06-01,71.30999755859375
2014-07-01,70.13999938964844
2014-08-01,71.48999786376953
2014-09-01,71.55999755859375
2014-10-01,72.13999938964844
2014-11-01,72.68000030517578
2014-12-01,74.26000213623047
2015-01-01,66.73999786376953
2015-02-01,72.29000091552734
2015-03-01,72.16000366210938
2015-04-01,73.69000244140625
2015-05-01,75.51000213623047
2015-06-01,77.19000244140625
2015-07-01,78.31999969482422
2015-08-01,72.55999755859375
2015-09-01,69.81999969482422
2015-10-01,72.58000183105469
2015-11-01,75.75
2015-12-01,73.08000183105469
2016-01-01,63.86000061035156
2016-02-01,60.25
2016-03-01,64.2300033569336
2016-04-01,69.08999633789062
2016-05-01,70.87000274658203
2016-06-01,64.86000061035156
2016-07-01,68.0
2016-08-01,72.62000274658203
2016-09-01,70.8499984741211
2016-10-01,74.48999786376953
2016-11-01,87.2699966430664
2016-12-01,91.79000091552734
2017-01-01,91.41000366210938
2017-02-01,96.22000122070312
2017-03-01,92.05000305175781
2017-04-01,91.23999786376953
2017-05-01,88.87000274658203
2017-06-01,95.5999984741211
2017-07-01,95.98999786376953
2017-08-01,92.9800033569336
2017-09-01,99.26000213623047
2017-10-01,101.44999694824219
2017-11-01,104.56999969482422
2017-12-01,106.70999908447266
2018-01-01,115.30000305175781
2018-02-01,112.69999694824219
2018-03-01,106.5
2018-04-01,107.0
2018-05-01,105.94000244140625
2018-06-01,103.88999938964844
2018-07-01,108.94000244140625
2018-08-01,110.16999816894531
2018-09-01,104.87000274658203
2018-10-01,98.88999938964844
2018-11-01,101.56999969482422
2018-12-01,85.79000091552734
2019-01-01,96.45999908447266
2019-02-01,100.12999725341797
2019-03-01,93.58000183105469
2019-04-01,102.23999786376953
2019-05-01,91.83000183105469
2019-06-01,97.98999786376953
2019-07-01,102.02999877929688
2019-08-01,93.08999633789062
2019-09-01,100.02999877929688
2019-10-01,103.79000091552734
2019-11-01,109.73999786376953
2019-12-01,113.36000061035156
2020-01-01,104.75
2020-02-01,91.62000274658203
2020-03-01,65.44999694824219
2020-04-01,74.37000274658203
2020-05-01,74.41000366210938
2020-06-01,74.52999877929688
2020-07-01,74.48999786376953
2020-08-01,76.72000122070312
2020-09-01,73.08999633789062
2020-10-01,76.93000030517578
2020-11-01,90.33999633789062
2020-12-01,97.91000366210938
2021-01-01,97.77999877929688
2021-02-01,113.4000015258789
2021-03-01,120.13999938964844
2021-04-01,127.25
2021-05-01,133.6199951171875
2021-06-01,125.22000122070312
2021-07-01,122.08999633789062
2021-08-01,128.39999389648438
2021-09-01,130.4499969482422
2021-10-01,138.63999938964844
2021-11-01,130.9600067138672
2021-12-01,132.22000122070312
2022-01-01,134.97999572753906
2022-02-01,134.16000366210938
2022-03-01,124.13999938964844
2022-04-01,110.05999755859375
2022-05-01,116.52999877929688
2022-06-01,101.01000213623047
2022-07-01,108.44999694824219
2022-08-01,105.80000305175781
2022-09-01,95.83000183105469
2022-10-01,104.12000274658203
2022-11-01,108.88999938964844
2022-12-01,100.8499984741211
2023-01-01,112.93000030517578
2023-02-01,109.6500015258789
2023-03-01,82.04000091552734
2023-04-01,81.27999877929688
2023-05-01,76.16000366210938
2023-06-01,80.20999908447266
2023-07-01,89.33999633789062
2023-08-01,81.5
2023-09-01,78.29000091552734
2023-10-01,73.9000015258789
2023-11-01,84.93000030517578
2023-12-01,96.0199966430664
