Date,xle_close
2018-12-01,20.523595809936523
2019-01-01,23.03818130493164
2019-02-01,23.569164276123047
2019-03-01,23.8834228515625
2019-04-01,24.06709861755371
2019-05-01,21.39499855041504
2019-06-01,23.193382263183594
2019-07-01,23.034048080444336
2019-08-01,21.116378784179688
2019-09-01,21.748254776000977
2019-10-01,21.487459182739258
2019-11-01,21.832233428955078
2019-12-01,22.258575439453125
2020-01-01,20.603321075439453
2020-02-01,17.453453063964844
2020-03-01,11.203825950622559
2020-04-01,14.97839641571045
2020-05-01,15.27796745300293
2020-06-01,14.91927433013916
2020-07-01,14.384003639221191
2020-08-01,14.232300758361816
2020-09-01,11.956729888916016
2020-10-01,11.654317855834961
2020-11-01,14.916878700256348
2020-12-01,15.379480361938477
2021-01-01,16.16910171508789
2021-02-01,19.800155639648438
2021-03-01,20.174365997314453
2021-04-01,20.525562286376953
2021-05-01,21.69749641418457
2021-06-01,22.387365341186523
2021-07-01,20.73533058166504
2021-08-01,20.31969451904297
2021-09-01,21.868864059448242
2021-10-01,24.42066764831543
2021-11-01,23.19687271118164
2021-12-01,23.583559036254883
2022-01-01,28.3740177154541
2022-02-01,30.37982749938965
2022-03-01,32.90214920043945
2022-04-01,32.656314849853516
2022-05-01,37.89261245727539
2022-06-01,31.07455825805664
2022-07-01,34.45943069458008
2022-08-01,35.37342834472656
2022-09-01,31.647136688232422
2022-10-01,39.9791145324707
2022-11-01,40.48996353149414
2022-12-01,38.85527038574219
2023-01-01,40.35947799682617
2023-02-01,37.55904006958008
2023-03-01,37.17307662963867
2023-04-01,38.60402297973633
2023-05-01,34.73136901855469
2023-06-01,36.80827331542969
2023-07-01,40.01909637451172
2023-08-01,40.6778450012207
2023-09-01,41.35031509399414
2023-10-01,39.259071350097656
2023-11-01,38.977970123291016
2023-12-01,38.636940002441406
