date,vix,ted_spread,term_spread,baa_rate,aaa_rate,cpu_index
2016-10-01,14.585238095238097,0.5525,0.9215,4.38,3.51,92.51785
2016-11-01,15.236190476190476,0.4615,1.1625,4.71,3.86,169.37782
2016-12-01,12.472380952380954,0.471,1.2952380952380953,4.83,4.06,115.15205
2017-01-01,11.6085,0.5135,1.226,4.66,3.92,134.86953
2017-02-01,11.530526315789475,0.521578947368421,1.2178947368421054,4.64,3.95,133.33148
2017-03-01,11.89782608695652,0.3978260869565218,1.168695652173913,4.68,4.01,119.77617
2017-04-01,13.136315789473684,0.36333333333333334,1.0563157894736843,4.57,3.87,121.57059
2017-05-01,10.862272727272726,0.29285714285714287,1.0018181818181817,4.55,3.85,104.17097
2017-06-01,10.513636363636364,0.28045454545454546,0.8445454545454546,4.37,3.68,98.75896
2017-07-01,10.2645,0.2395,0.9455,4.39,3.7,110.7536
2017-08-01,11.975652173913044,0.29772727272727273,0.8739130434782609,4.31,3.63,109.17827
2017-09-01,10.437999999999999,0.294,0.8175000000000001,4.3,3.63,96.75077
2017-10-01,10.125454545454545,0.28619047619047616,0.8104761904761905,4.32,3.6,102.16057
2017-11-01,10.54047619047619,0.20333333333333337,0.6566666666666666,4.27,3.57,94.48961
2017-12-01,10.2645,0.28578947368421054,0.5585,4.22,3.51,111.49723
2018-01-01,11.062380952380952,0.32,0.5519047619047619,4.26,3.55,123.65156
2018-02-01,22.464736842105264,0.30526315789473685,0.6836842105263158,4.51,3.82,94.00742
2018-03-01,19.023809523809526,0.4766666666666667,0.5666666666666667,4.64,3.87,136.33432
2018-04-01,18.267619047619046,0.5915,0.4847619047619047,4.67,3.85,108.21374
2018-05-01,14.124545454545455,0.4695238095238095,0.4659090909090909,4.83,4.0,124.93665
2018-06-01,13.678095238095239,0.4319047619047619,0.379047619047619,4.83,3.96,108.6274
2018-07-01,13.147619047619049,0.3823809523809524,0.28238095238095234,4.79,3.87,133.08625
2018-08-01,12.54695652173913,0.29090909090909095,0.2534782608695652,4.77,3.88,99.13562
2018-09-01,12.910526315789474,0.22473684210526312,0.23631578947368423,4.88,3.98,102.6602
2018-10-01,19.35217391304348,0.21500000000000002,0.2913636363636364,5.07,4.14,111.51257
2018-11-01,19.38904761904762,0.323,0.258,5.22,4.22,130.22387
2018-12-01,24.953157894736844,0.4244444444444444,0.1563157894736842,5.13,4.02,166.28681
2019-01-01,19.57238095238095,0.4,0.17047619047619048,5.12,3.93,201.03201
2019-02-01,15.234736842105262,0.29,0.17210526315789473,4.95,3.79,106.90066
2019-03-01,14.485238095238095,0.20333333333333337,0.16142857142857142,4.84,3.77,140.24737
2019-04-01,12.949047619047619,0.207,0.18761904761904763,4.7,3.69,98.7367
2019-05-01,16.721818181818183,0.18047619047619048,0.18863636363636366,4.63,3.67,122.53876
2019-06-01,15.836000000000002,0.227,0.26,4.46,3.42,150.11678
2019-07-01,13.305909090909092,0.195,0.2240909090909091,4.28,3.29,149.9729
2019-08-01,18.97909090909091,0.21619047619047618,0.055,3.87,2.98,190.46323
2019-09-01,15.559000000000001,0.2305,0.051500000000000004,3.91,3.03,134.36178
2019-10-01,15.466521739130435,0.33,0.15545454545454546,3.92,3.01,118.48822
2019-11-01,12.5235,0.3621052631578947,0.19947368421052633,3.94,3.06,131.75071
2019-12-01,13.756666666666666,0.3726315789473684,0.24952380952380954,3.88,3.01,143.46725
2020-01-01,13.94095238095238,0.2980952380952381,0.23857142857142857,3.77,2.94,131.39109
2020-02-01,19.628947368421052,0.16210526315789475,0.1731578947368421,3.61,2.78,160.51565
2020-03-01,57.73681818181819,0.8154545454545455,0.42181818181818187,4.29,3.02,283.14721
2020-04-01,41.453809523809525,0.9605,0.43285714285714283,4.13,2.43,268.61639
2020-05-01,30.897000000000002,0.2752631578947369,0.5035000000000001,3.95,2.5,350.45982
2020-06-01,31.119545454545456,0.15181818181818182,0.5436363636363637,3.64,2.44,231.2598
2020-07-01,26.840454545454545,0.1409090909090909,0.4754545454545455,3.31,2.14,305.96355
2020-08-01,22.88952380952381,0.149,0.5104761904761905,3.27,2.25,224.42637
2020-09-01,27.64761904761905,0.1285714285714286,0.5447619047619048,3.36,2.31,218.05829
2020-10-01,29.438636363636363,0.12,0.6376190476190476,3.44,2.35,249.17362
2020-11-01,24.9955,0.12789473684210528,0.7042105263157895,3.3,2.3,246.7071
2020-12-01,22.37409090909091,0.14761904761904762,0.7977272727272727,3.16,2.26,246.1261
2021-01-01,24.91,0.13842105263157894,0.9500000000000001,3.24,2.45,207.91242
2021-02-01,23.140526315789476,0.14842105263157893,1.1426315789473684,3.42,2.7,151.93288
2021-03-01,21.84304347826087,0.15782608695652173,1.463913043478261,3.74,3.04,139.8012
2021-04-01,17.416190476190476,0.165,1.471818181818182,3.6,2.9,124.88952
2021-05-01,19.7605,0.1363157894736842,1.466,3.62,2.96,147.01584
2021-06-01,16.956818181818182,0.09636363636363637,1.3163636363636364,3.44,2.79,133.57887
2021-07-01,17.603333333333335,0.0780952380952381,1.099047619047619,3.24,2.57,152.91092
2021-08-01,17.472727272727273,0.06904761904761905,1.0659090909090911,3.24,2.55,133.81455
2021-09-01,19.824761904761903,0.0819047619047619,1.1338095238095238,3.23,2.53,142.06763
2021-10-01,17.871428571428574,0.074,1.19,3.35,2.68,121.9515
2021-11-01,18.50047619047619,0.10700000000000001,1.0515,3.28,2.62,151.28684
2021-12-01,21.354545454545455,0.144,0.785,3.3,2.65,166.24265
2022-01-01,23.181,0.11307692307692307,0.7835,3.58,2.93,139.23758
2022-02-01,25.748421052631578,,0.49894736842105264,3.97,3.25,138.05353
2022-03-01,26.968695652173913,,0.21826086956521737,4.29,3.43,190.01241
2022-04-01,24.3735,,0.20950000000000002,4.66,3.76,154.66196
2022-05-01,29.313636363636363,,0.2814285714285714,5.12,4.13,168.00083
2022-06-01,28.23318181818182,,0.14523809523809525,5.27,4.24,145.97594
2022-07-01,24.995238095238093,,-0.13999999999999999,5.21,4.06,186.92141
2022-08-01,22.169565217391302,,-0.3521739130434782,5.15,4.07,163.23982
2022-09-01,27.34181818181818,,-0.3376190476190476,5.69,4.59,174.18347
2022-10-01,30.005714285714287,,-0.3915,6.26,5.1,177.42313
2022-11-01,23.29909090909091,,-0.6125,6.07,4.9,171.73726
2022-12-01,21.784285714285716,,-0.6723809523809524,5.59,4.43,136.43315
2023-01-01,20.16904761904762,,-0.6759999999999999,5.5,4.4,139.12464
2023-02-01,20.1205,,-0.7868421052631579,5.59,4.56,120.13662
2023-03-01,21.644347826086957,,-0.6395652173913043,5.71,4.6,147.9425
2023-04-01,17.817894736842106,,-0.5559999999999999,5.53,4.47,127.42137
2023-05-01,17.63608695652174,,-0.5581818181818181,5.77,4.67,156.19287
2023-06-01,14.003181818181817,,-0.8914285714285713,5.75,4.65,141.05706
2023-07-01,13.932380952380951,,-0.9289999999999999,5.74,4.66,113.79255
2023-08-01,15.85391304347826,,-0.7339130434782608,6.02,4.95,84.49314
2023-09-01,15.173333333333332,,-0.643,6.16,5.13,108.39746
2023-10-01,18.887727272727272,,-0.26952380952380955,6.63,5.61,117.69793
2023-11-01,14.01909090909091,,-0.3795238095238095,6.29,5.28,125.4752
2023-12-01,12.7185,,-0.437,5.64,4.74,105.77133
